claim_id,case_id,method,source_field,claim_type_cn,claim_text,prefilter_status,candidate_rank,evidence_ref,evidence_type,evidence_text,source_names,retrieval_score,prefilter_score,prefilter_quality,token_recall,token_jaccard,character_bigram_recall,reference_match,source_match,entity_match,disease_match,relation_match
CASE_AKIEC_001__rag__observation_match__001,CASE_AKIEC_001,rag,observation_match,观察匹配陈述,用户描述的'日晒部位'与光化性角化病常见于日光暴露部位的特征相符,candidate_generated,3,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.141031,weak,0.2,0.126582,0.178571,False,False,False,False,False
CASE_AKIEC_001__rag__observation_match__002,CASE_AKIEC_001,rag,observation_match,观察匹配陈述,用户描述的'粗糙的红色鳞屑性斑片'及'表面角化明显'与光化性角化病表现为鳞屑性、角化性表面的特征相符,candidate_generated,1,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.269124,weak,0.365079,0.291139,0.324324,False,False,False,False,False
CASE_AKIEC_001__rag__observation_match__002,CASE_AKIEC_001,rag,observation_match,观察匹配陈述,用户描述的'粗糙的红色鳞屑性斑片'及'表面角化明显'与光化性角化病表现为鳞屑性、角化性表面的特征相符,candidate_generated,2,DOC_0037,retrieved_text_document,表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,41.096667,0.167009,weak,0.253968,0.164948,0.162162,False,False,False,False,False
CASE_AKIEC_001__rag__observation_match__002,CASE_AKIEC_001,rag,observation_match,观察匹配陈述,用户描述的'粗糙的红色鳞屑性斑片'及'表面角化明显'与光化性角化病表现为鳞屑性、角化性表面的特征相符,candidate_generated,3,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.165334,weak,0.238095,0.16129,0.189189,False,False,False,False,False
CASE_AKIEC_001__rag__observation_match__003,CASE_AKIEC_001,rag,observation_match,观察匹配陈述,用户描述的'持续不消退'符合光化性角化病作为癌前病变或表皮内癌的慢性过程,candidate_generated,1,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.169697,weak,0.25,0.166667,0.181818,False,False,False,False,False
CASE_AKIEC_001__rag__observation_match__003,CASE_AKIEC_001,rag,observation_match,观察匹配陈述,用户描述的'持续不消退'符合光化性角化病作为癌前病变或表皮内癌的慢性过程,candidate_generated,2,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.147202,weak,0.216667,0.151163,0.151515,False,False,False,False,False
CASE_AKIEC_001__rag__observation_match__003,CASE_AKIEC_001,rag,observation_match,观察匹配陈述,用户描述的'持续不消退'符合光化性角化病作为癌前病变或表皮内癌的慢性过程,candidate_generated,3,DOC_0041,retrieved_text_document,光化性角化病常见于面部、耳部、手背等日光暴露部位。,DermNet - Actinic Keratosis,29.639002,0.119958,weak,0.166667,0.114943,0.151515,False,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__001,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0035，光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损,candidate_generated,1,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.948079,strong,0.918367,0.918367,0.735294,True,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__001,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0035，光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损,candidate_generated,2,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.1933,weak,0.285714,0.189189,0.205882,False,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__001,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0035，光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损,candidate_generated,3,DOC_0041,retrieved_text_document,光化性角化病常见于面部、耳部、手背等日光暴露部位。,DermNet - Actinic Keratosis,29.639002,0.165686,weak,0.244898,0.162162,0.176471,False,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__002,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0041，光化性角化病常见于面部、耳部、手背等日光暴露部位,candidate_generated,1,DOC_0041,retrieved_text_document,光化性角化病常见于面部、耳部、手背等日光暴露部位。,DermNet - Actinic Keratosis,29.639002,0.931463,strong,0.902439,0.902439,0.7,True,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__002,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0041，光化性角化病常见于面部、耳部、手背等日光暴露部位,candidate_generated,2,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.189506,weak,0.292683,0.162162,0.2,False,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__002,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0041，光化性角化病常见于面部、耳部、手背等日光暴露部位,candidate_generated,3,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.172534,weak,0.268293,0.15942,0.166667,False,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__003,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0036，光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面,candidate_generated,1,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.937936,strong,0.906977,0.906977,0.71875,True,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__003,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0036，光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面,candidate_generated,2,DOC_0037,retrieved_text_document,表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,41.096667,0.227896,weak,0.372093,0.207792,0.1875,False,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__003,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0036，光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面,candidate_generated,3,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.21182,weak,0.325581,0.189189,0.21875,False,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__004,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0037和DOC_0038，表皮内鳞状细胞癌可表现为不规则鳞屑性斑块,candidate_generated,1,DOC_0037,retrieved_text_document,表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,41.096667,0.827329,strong,0.837209,0.631579,0.580645,True,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__004,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0037和DOC_0038，表皮内鳞状细胞癌可表现为不规则鳞屑性斑块,candidate_generated,2,DOC_0038,retrieved_text_document,表皮内鳞状细胞癌表现为一个或多个不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,35.784902,0.782425,strong,0.767442,0.611111,0.516129,True,False,False,False,False
CASE_AKIEC_001__rag__supporting_evidence__004,CASE_AKIEC_001,rag,supporting_evidence,支持性医学陈述,根据DOC_0037和DOC_0038，表皮内鳞状细胞癌可表现为不规则鳞屑性斑块,candidate_generated,3,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.190869,weak,0.302326,0.188406,0.16129,False,False,False,False,False
CASE_AKIEC_001__rag__differential_diagnosis__001,CASE_AKIEC_001,rag,differential_diagnosis,鉴别诊断陈述,需要与其他表现为鳞屑性斑块的疾病进行鉴别，如银屑病、脂溢性角化病或扁平苔藓,candidate_generated,1,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.189113,weak,0.269841,0.2,0.205882,False,False,False,False,False
CASE_AKIEC_001__rag__differential_diagnosis__001,CASE_AKIEC_001,rag,differential_diagnosis,鉴别诊断陈述,需要与其他表现为鳞屑性斑块的疾病进行鉴别，如银屑病、脂溢性角化病或扁平苔藓,candidate_generated,2,DOC_0037,retrieved_text_document,表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,41.096667,0.169871,weak,0.253968,0.164948,0.176471,False,False,False,False,False
CASE_AKIEC_001__rag__differential_diagnosis__001,CASE_AKIEC_001,rag,differential_diagnosis,鉴别诊断陈述,需要与其他表现为鳞屑性斑块的疾病进行鉴别，如银屑病、脂溢性角化病或扁平苔藓,candidate_generated,3,DOC_0038,retrieved_text_document,表皮内鳞状细胞癌表现为一个或多个不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,35.784902,0.163141,weak,0.238095,0.163043,0.176471,False,False,False,False,False
CASE_AKIEC_001__rag__differential_diagnosis__002,CASE_AKIEC_001,rag,differential_diagnosis,鉴别诊断陈述,需鉴别是否为侵袭性鳞状细胞癌，因为光化性角化病/表皮内癌属于癌前或早期阶段,candidate_generated,1,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.188632,weak,0.274194,0.188889,0.205882,False,False,False,False,False
CASE_AKIEC_001__rag__differential_diagnosis__002,CASE_AKIEC_001,rag,differential_diagnosis,鉴别诊断陈述,需鉴别是否为侵袭性鳞状细胞癌，因为光化性角化病/表皮内癌属于癌前或早期阶段,candidate_generated,2,DOC_0038,retrieved_text_document,表皮内鳞状细胞癌表现为一个或多个不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,35.784902,0.183174,weak,0.274194,0.191011,0.176471,False,False,False,False,False
CASE_AKIEC_001__rag__differential_diagnosis__002,CASE_AKIEC_001,rag,differential_diagnosis,鉴别诊断陈述,需鉴别是否为侵袭性鳞状细胞癌，因为光化性角化病/表皮内癌属于癌前或早期阶段,candidate_generated,3,DOC_0037,retrieved_text_document,表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,41.096667,0.180761,weak,0.274194,0.178947,0.176471,False,False,False,False,False
CASE_AKIEC_001__rag__risk_warning__001,CASE_AKIEC_001,rag,risk_warning,风险医学陈述,光化性角化病被视为癌前病变，有发展为侵袭性鳞状细胞癌的风险,candidate_generated,1,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.234783,weak,0.346939,0.220779,0.259259,False,False,False,False,False
CASE_AKIEC_001__rag__risk_warning__001,CASE_AKIEC_001,rag,risk_warning,风险医学陈述,光化性角化病被视为癌前病变，有发展为侵袭性鳞状细胞癌的风险,candidate_generated,2,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.177826,weak,0.265306,0.173333,0.185185,False,False,False,False,False
CASE_AKIEC_001__rag__risk_warning__001,CASE_AKIEC_001,rag,risk_warning,风险医学陈述,光化性角化病被视为癌前病变，有发展为侵袭性鳞状细胞癌的风险,candidate_generated,3,DOC_0037,retrieved_text_document,表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。,DermNet - Intraepidermal Squamous Cell Carcinoma,41.096667,0.155175,weak,0.244898,0.137931,0.148148,False,False,False,False,False
CASE_AKIEC_001__rag__risk_warning__002,CASE_AKIEC_001,rag,risk_warning,风险医学陈述,长期日晒损伤是主要风险因素，需注意防晒以避免病情进展或新发皮损,candidate_generated,1,DOC_0035,retrieved_text_document,光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。,DermNet - Actinic Keratosis,31.620616,0.097644,weak,0.160714,0.097826,0.068966,False,False,False,False,False
CASE_AKIEC_001__rag__risk_warning__002,CASE_AKIEC_001,rag,risk_warning,风险医学陈述,长期日晒损伤是主要风险因素，需注意防晒以避免病情进展或新发皮损,candidate_generated,2,DOC_0041,retrieved_text_document,光化性角化病常见于面部、耳部、手背等日光暴露部位。,DermNet - Actinic Keratosis,29.639002,0.018681,weak,0.035714,0.021978,0.0,False,False,False,False,False
CASE_AKIEC_001__rag__risk_warning__002,CASE_AKIEC_001,rag,risk_warning,风险医学陈述,长期日晒损伤是主要风险因素，需注意防晒以避免病情进展或新发皮损,candidate_generated,3,DOC_0036,retrieved_text_document,光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。,DermNet - Actinic Keratosis,36.467621,0.018587,weak,0.035714,0.021505,0.0,False,False,False,False,False
CASE_AKIEC_001__rag__medical_advice__001,CASE_AKIEC_001,rag,medical_advice,医疗建议,建议前往皮肤科进行专业皮肤镜检查或活检以明确诊断,not_applicable,,,,,,,,,,,,,,,,
CASE_AKIEC_001__rag__medical_advice__002,CASE_AKIEC_001,rag,medical_advice,医疗建议,建议记录皮损的大小、颜色变化及是否出现出血或溃疡,not_applicable,,,,,,,,,,,,,,,,
CASE_AKIEC_001__rag__medical_advice__003,CASE_AKIEC_001,rag,medical_advice,医疗建议,建议咨询医生关于适当的防晒措施以保护受损皮肤,not_applicable,,,,,,,,,,,,,,,,
CASE_AKIEC_001__rag__evidence_gap__001,CASE_AKIEC_001,rag,evidence_gap,证据缺口说明,检索文本未提供关于患者年龄、免疫状态或具体日晒历史的信息,not_applicable,,,,,,,,,,,,,,,,
CASE_AKIEC_001__rag__evidence_gap__002,CASE_AKIEC_001,rag,evidence_gap,证据缺口说明,检索文本未包含确诊所需的组织病理学检查标准,not_applicable,,,,,,,,,,,,,,,,
CASE_AKIEC_001__rag__evidence_gap__003,CASE_AKIEC_001,rag,evidence_gap,证据缺口说明,检索文本未提及具体的治疗选项或预后数据,not_applicable,,,,,,,,,,,,,,,,
CASE_AKIEC_001__kg_rag__observation_match__001,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'粗糙的红色鳞屑性斑片'与光化性角化病/表皮内癌的典型临床表现'粗糙鳞屑性斑片'及'红色或粉红色斑片/斑块'高度吻合。,candidate_generated,1,PATH_TRI_040,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 红色或粉红色斑片/斑块
表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.670353,strong,0.513158,0.378641,0.446809,False,False,True,True,False
CASE_AKIEC_001__kg_rag__observation_match__001,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'粗糙的红色鳞屑性斑片'与光化性角化病/表皮内癌的典型临床表现'粗糙鳞屑性斑片'及'红色或粉红色斑片/斑块'高度吻合。,candidate_generated,2,PATH_TRI_038,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 粗糙鳞屑性斑片
光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。",DermNet - Actinic Keratosis,4.34,0.596884,strong,0.421053,0.301887,0.340426,False,False,True,True,False
CASE_AKIEC_001__kg_rag__observation_match__001,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,用户观察到的'粗糙的红色鳞屑性斑片'与光化性角化病/表皮内癌的典型临床表现'粗糙鳞屑性斑片'及'红色或粉红色斑片/斑块'高度吻合。,candidate_generated,3,PATH_TRI_041,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 不规则鳞屑性斑块
表皮内鳞状细胞癌表现为一个或多个不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.561845,strong,0.368421,0.27451,0.297872,False,False,True,True,False
CASE_AKIEC_001__kg_rag__observation_match__002,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,用户描述的'表面角化明显'与该疾病可能出现的'白色或黄色角化性表面'特征相符。,candidate_generated,1,PATH_TRI_039,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 白色或黄色角化性表面
光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。",DermNet - Actinic Keratosis,2.5,0.480212,moderate,0.4,0.278481,0.322581,False,False,True,False,False
CASE_AKIEC_001__kg_rag__observation_match__002,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,用户描述的'表面角化明显'与该疾病可能出现的'白色或黄色角化性表面'特征相符。,candidate_generated,2,PATH_TRI_040,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 红色或粉红色斑片/斑块
表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.137974,weak,0.236364,0.12037,0.096774,False,False,False,False,False
CASE_AKIEC_001__kg_rag__observation_match__002,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,用户描述的'表面角化明显'与该疾病可能出现的'白色或黄色角化性表面'特征相符。,candidate_generated,3,PATH_TRI_042,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 草莓样皮肤镜模式
面部非色素性光化性角化病在皮肤镜下可表现为草莓样模式。",DermNet - Actinic Keratosis Dermoscopy,2.5,0.114903,weak,0.2,0.11,0.064516,False,False,False,False,False
CASE_AKIEC_001__kg_rag__observation_match__003,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,病变位于'日晒部位'且'持续不消退'，符合该疾病由日光损伤引起且为慢性过程的病理背景。,candidate_generated,1,PATH_TRI_038,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 粗糙鳞屑性斑片
光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。",DermNet - Actinic Keratosis,4.34,0.104547,weak,0.171875,0.095652,0.083333,False,False,False,False,False
CASE_AKIEC_001__kg_rag__observation_match__003,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,病变位于'日晒部位'且'持续不消退'，符合该疾病由日光损伤引起且为慢性过程的病理背景。,candidate_generated,2,PATH_TRI_040,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 红色或粉红色斑片/斑块
表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.047177,weak,0.09375,0.048387,0.0,False,False,False,False,False
CASE_AKIEC_001__kg_rag__observation_match__003,CASE_AKIEC_001,kg_rag,observation_match,观察匹配陈述,病变位于'日晒部位'且'持续不消退'，符合该疾病由日光损伤引起且为慢性过程的病理背景。,candidate_generated,3,PATH_TRI_041,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 不规则鳞屑性斑块
表皮内鳞状细胞癌表现为一个或多个不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.0401,weak,0.078125,0.044248,0.0,False,False,False,False,False
CASE_AKIEC_001__kg_rag__supporting_evidence__001,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_038 显示：光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损，表现为粗糙鳞屑性斑片（来源：DermNet - Actinic Keratosis）。,candidate_generated,1,PATH_TRI_038,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 粗糙鳞屑性斑片
光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。",DermNet - Actinic Keratosis,4.34,1.0,strong,0.783784,0.74359,0.450704,True,True,True,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__001,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_038 显示：光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损，表现为粗糙鳞屑性斑片（来源：DermNet - Actinic Keratosis）。,candidate_generated,2,PATH_TRI_039,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 白色或黄色角化性表面
光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。",DermNet - Actinic Keratosis,2.5,0.33129,moderate,0.283784,0.212121,0.126761,False,True,False,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__001,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_038 显示：光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损，表现为粗糙鳞屑性斑片（来源：DermNet - Actinic Keratosis）。,candidate_generated,3,PATH_TRI_040,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 红色或粉红色斑片/斑块
表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.26714,weak,0.351351,0.22807,0.15493,False,False,False,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__002,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_040 显示：表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块（来源：DermNet - Intraepidermal Squamous Cell Carcinoma）。,candidate_generated,1,PATH_TRI_040,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 红色或粉红色斑片/斑块
表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.884812,strong,0.746269,0.60241,0.329114,True,True,False,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__002,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_040 显示：表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块（来源：DermNet - Intraepidermal Squamous Cell Carcinoma）。,candidate_generated,2,PATH_TRI_041,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 不规则鳞屑性斑块
表皮内鳞状细胞癌表现为一个或多个不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.671652,strong,0.507463,0.390805,0.202532,False,True,True,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__002,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_040 显示：表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块（来源：DermNet - Intraepidermal Squamous Cell Carcinoma）。,candidate_generated,3,PATH_TRI_039,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 白色或黄色角化性表面
光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。",DermNet - Actinic Keratosis,2.5,0.241278,weak,0.313433,0.228261,0.101266,False,False,False,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__003,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_039 显示：光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面（来源：DermNet - Actinic Keratosis）。,candidate_generated,1,PATH_TRI_039,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 白色或黄色角化性表面
光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。",DermNet - Actinic Keratosis,2.5,0.892168,strong,0.722222,0.639344,0.377049,True,True,False,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__003,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_039 显示：光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面（来源：DermNet - Actinic Keratosis）。,candidate_generated,2,PATH_TRI_038,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 粗糙鳞屑性斑片
光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。",DermNet - Actinic Keratosis,4.34,0.359424,moderate,0.351852,0.195876,0.147541,False,True,False,False,True
CASE_AKIEC_001__kg_rag__supporting_evidence__003,CASE_AKIEC_001,kg_rag,supporting_evidence,支持性医学陈述,证据链 PATH_TRI_039 显示：光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面（来源：DermNet - Actinic Keratosis）。,candidate_generated,3,PATH_TRI_040,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 红色或粉红色斑片/斑块
表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.323882,moderate,0.462963,0.263158,0.180328,False,False,False,False,True
CASE_AKIEC_001__kg_rag__differential_diagnosis__001,CASE_AKIEC_001,kg_rag,differential_diagnosis,鉴别诊断陈述,需与其他表现为红斑鳞屑的疾病进行鉴别，如银屑病、脂溢性角化病、盘状红斑狼疮或浅表性基底细胞癌。,candidate_generated,1,PATH_TRI_040,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 红色或粉红色斑片/斑块
表皮内鳞状细胞癌可表现为橙红色或棕色的不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.272516,weak,0.337838,0.217391,0.219512,False,False,False,False,True
CASE_AKIEC_001__kg_rag__differential_diagnosis__001,CASE_AKIEC_001,kg_rag,differential_diagnosis,鉴别诊断陈述,需与其他表现为红斑鳞屑的疾病进行鉴别，如银屑病、脂溢性角化病、盘状红斑狼疮或浅表性基底细胞癌。,candidate_generated,2,PATH_TRI_041,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 不规则鳞屑性斑块
表皮内鳞状细胞癌表现为一个或多个不规则鳞屑性斑块。",DermNet - Intraepidermal Squamous Cell Carcinoma,2.5,0.257158,weak,0.310811,0.219048,0.195122,False,False,False,False,True
CASE_AKIEC_001__kg_rag__differential_diagnosis__001,CASE_AKIEC_001,kg_rag,differential_diagnosis,鉴别诊断陈述,需与其他表现为红斑鳞屑的疾病进行鉴别，如银屑病、脂溢性角化病、盘状红斑狼疮或浅表性基底细胞癌。,candidate_generated,3,PATH_TRI_039,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 白色或黄色角化性表面
光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面。",DermNet - Actinic Keratosis,2.5,0.21186,weak,0.243243,0.176471,0.146341,False,False,False,False,True
CASE_AKIEC_001__kg_rag__differential_diagnosis__002,CASE_AKIEC_001,kg_rag,differential_diagnosis,鉴别诊断陈述,需排除接触性皮炎或其他炎症性皮肤病引起的继发性角化。,candidate_generated,1,PATH_TRI_038,ranked_kg_evidence_path,"光化性角化病/表皮内癌 → 表现为 → 粗糙鳞屑性斑片
光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损。",DermNet - Actinic Keratosis,4.34,0.169405,weak,0.272727,0.12766,0.173913,False,False,False,False,False
