claim_id,case_id,method,global_claim_index,source_field,field_claim_index,claim_type,claim_type_cn,claim_scope,evidence_required,included_in_core_consistency,claim_text,is_duplicate,duplicate_of_claim_id,allowed_evidence_type,allowed_evidence_count,allowed_evidence_refs,allowed_source_names,output_sources
CASE_NV_001__rag__differential_diagnosis__001,CASE_NV_001,rag,6,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,表皮内鳞状细胞癌：可表现为棕色的不规则鳞屑性斑块（DOC_0037），但用户描述的皮损边界清楚且规则，与此典型表现存在差异，仍需鉴别,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__risk_warning__001,CASE_NV_001,rag,7,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,若皮损出现大小、形状、结构、颜色变化，或出血、结痂、瘙痒等情况，应进一步评估（DOC_0022）,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__medical_advice__001,CASE_NV_001,rag,8,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议定期观察皮损是否有形态或颜色的变化,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__medical_advice__002,CASE_NV_001,rag,9,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,如有疑虑或发现上述风险警示中的变化，建议前往皮肤科进行专业检查,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__evidence_gap__001,CASE_NV_001,rag,10,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未提供关于皮损具体尺寸、表面是否隆起、是否有毛发等详细形态学信息,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__evidence_gap__002,CASE_NV_001,rag,11,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,检索文本未提供皮肤镜检查的具体图像或特征描述以辅助确诊,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__rag__evidence_gap__003,CASE_NV_001,rag,12,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏患者年龄、家族史或个人日晒史等背景信息,False,,retrieved_text_document,5,DOC_0014；DOC_0015；DOC_0022；DOC_0084；DOC_0037,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；HAM10000 Scientific Data；DermNet - Intraepidermal Squamous Cell Carcinoma
CASE_NV_001__kg_rag__observation_match__001,CASE_NV_001,kg_rag,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户观察到的'边界清楚'特征与黑色素细胞痣的典型临床表现相符，知识图谱证据显示良性色素性皮损通常表现为较规则、较清楚的边界。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__observation_match__002,CASE_NV_001,kg_rag,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的'棕色小斑'与黑色素细胞痣含有黑色素、表现为棕色或黑色斑疹/丘疹的特征一致。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__observation_match__003,CASE_NV_001,kg_rag,3,observation_match,3,observation_alignment,观察匹配陈述,core_consistency,True,True,用户提到的'形状较规则'与黑色素细胞痣通常具有较好对称性和一致结构的特征相吻合。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__supporting_evidence__001,CASE_NV_001,kg_rag,4,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DermNet资料，良性色素性皮损（如黑色素细胞痣）通常表现为较规则、较清楚的边界（证据链 Rank 1）。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__supporting_evidence__002,CASE_NV_001,kg_rag,5,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,单一颜色或均匀色素模式的皮损几乎总是良性的，这与用户描述的'棕色小斑'且无明显变化的情况在逻辑上支持良性病变的可能性（证据链 Rank 2）。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__supporting_evidence__003,CASE_NV_001,kg_rag,6,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,黑色素细胞痣含有黑色素，临床常表现为棕色或黑色斑疹或丘疹（证据链 Rank 3）。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__supporting_evidence__004,CASE_NV_001,kg_rag,7,supporting_evidence,4,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,良性色素性皮损通常具有较一致的结构和外观，即对称性较好（证据链 Rank 4）。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__differential_diagnosis__001,CASE_NV_001,kg_rag,8,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,需与黑色素瘤进行鉴别，特别是当皮损出现边界不规则、不对称或颜色不均时（证据链 Rank 5 提示边界不规则是黑色素瘤的ABCDE特征之一）。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__differential_diagnosis__002,CASE_NV_001,kg_rag,9,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,其他良性色素性病变也可能表现为类似的棕色斑点，需结合皮肤镜检查进一步区分。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__risk_warning__001,CASE_NV_001,kg_rag,10,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,虽然当前观察到的特征（边界清楚、形状规则、无变化）倾向于良性，但任何色素性皮损若出现大小、形状、颜色改变或出血、瘙痒等症状，均需警惕恶性转变风险。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__risk_warning__002,CASE_NV_001,kg_rag,11,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,仅凭肉眼观察无法完全排除恶性病变，尤其是早期黑色素瘤可能模拟良性痣的外观。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__medical_advice__001,CASE_NV_001,kg_rag,12,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议定期自我观察皮损变化，注意ABCDE原则（不对称、边界、颜色、直径、演变）。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__medical_advice__002,CASE_NV_001,kg_rag,13,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,若发现皮损近期有增大、颜色改变、边界变得模糊或不规则，应及时前往皮肤科就诊。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__medical_advice__003,CASE_NV_001,kg_rag,14,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,可考虑进行皮肤镜检查以获取更详细的皮损结构信息，辅助医生判断。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__evidence_gap__001,CASE_NV_001,kg_rag,15,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏皮损的具体尺寸数据，无法评估是否符合直径大于6mm的风险标准。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__evidence_gap__002,CASE_NV_001,kg_rag,16,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏皮肤镜下的微观结构证据（如色素网、球状体等），无法从组织学层面确认性质。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__evidence_gap__003,CASE_NV_001,kg_rag,17,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏患者家族史、个人日晒史或既往皮肤病变史等背景信息。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_NV_001__kg_rag__evidence_gap__004,CASE_NV_001,kg_rag,18,evidence_gap,4,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,未提供皮损是否隆起、表面是否有毛发或角化等其他形态学细节。,False,,ranked_kg_evidence_path,5,PATH_TRI_016；PATH_TRI_015；PATH_TRI_017；PATH_TRI_018；PATH_TRI_021_TRI_001,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma,DermNet - Benign Melanocytic Lesions；DermNet - Melanocytic Naevus；DermNet - Melanocytic Naevi: New Classification；DermNet - ABCDEFG of melanoma
CASE_AKIEC_001__llm__observation_match__001,CASE_AKIEC_001,llm,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的‘日晒部位’与光化性角化病的好发部位（长期暴露于紫外线的皮肤区域）一致。,False,,none,0,,,
CASE_AKIEC_001__llm__observation_match__002,CASE_AKIEC_001,llm,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,‘粗糙的红色鳞屑性斑片’及‘表面角化明显’符合光化性角化病典型的临床形态特征，即红斑基础上的角化性丘疹或斑块。,False,,none,0,,,
CASE_AKIEC_001__llm__observation_match__003,CASE_AKIEC_001,llm,3,observation_match,3,observation_alignment,观察匹配陈述,core_consistency,True,True,‘持续不消退’的病程特点符合该病变慢性、持续性发展的性质，区别于一般的急性皮炎或暂时性晒伤。,False,,none,0,,,
CASE_AKIEC_001__llm__supporting_evidence__001,CASE_AKIEC_001,llm,4,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据一般医学知识，光化性角化病是一种由长期紫外线照射引起的表皮内角质形成细胞异型增生，被视为皮肤鳞状细胞癌的癌前病变。,False,,none,0,,,
CASE_AKIEC_001__llm__supporting_evidence__002,CASE_AKIEC_001,llm,5,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,该病典型表现为在日光暴露区出现边界不清、触之粗糙如砂纸感的红斑或鳞屑性斑块。,False,,none,0,,,
CASE_AKIEC_001__llm__supporting_evidence__003,CASE_AKIEC_001,llm,6,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,若不及时干预，部分光化性角化病可能进展为浸润性鳞状细胞癌。,False,,none,0,,,
CASE_AKIEC_001__llm__differential_diagnosis__001,CASE_AKIEC_001,llm,7,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,脂溢性角化病：通常表现为褐色或黑色疣状增生，表面呈油脂样，多见于非严格日晒区，但有时需鉴别。,False,,none,0,,,
CASE_AKIEC_001__llm__differential_diagnosis__002,CASE_AKIEC_001,llm,8,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,Bowen病（原位鳞状细胞癌）：表现为境界清楚的红斑，表面有鳞屑或结痂，生长缓慢，需病理鉴别。,False,,none,0,,,
CASE_AKIEC_001__llm__differential_diagnosis__003,CASE_AKIEC_001,llm,9,differential_diagnosis,3,differential_claim,鉴别诊断陈述,core_consistency,True,True,盘状红斑狼疮：可表现为日晒部位的盘状红斑和鳞屑，但常伴有毛囊角栓和萎缩性瘢痕。,False,,none,0,,,
CASE_AKIEC_001__llm__differential_diagnosis__004,CASE_AKIEC_001,llm,10,differential_diagnosis,4,differential_claim,鉴别诊断陈述,core_consistency,True,True,寻常型银屑病：虽可有红斑鳞屑，但通常鳞屑较厚呈银白色，且好发于伸侧，不一定局限于日晒区。,False,,none,0,,,
CASE_AKIEC_001__llm__risk_warning__001,CASE_AKIEC_001,llm,11,risk_warning,1,risk_claim,风险医学陈述,core_consistency,True,True,光化性角化病具有潜在的恶变风险，可能发展为侵袭性鳞状细胞癌。,False,,none,0,,,
CASE_AKIEC_001__llm__risk_warning__002,CASE_AKIEC_001,llm,12,risk_warning,2,risk_claim,风险医学陈述,core_consistency,True,True,出现溃疡、出血、快速增大或疼痛等症状时，提示可能已发生恶性转化或继发感染。,False,,none,0,,,
CASE_AKIEC_001__llm__risk_warning__003,CASE_AKIEC_001,llm,13,risk_warning,3,risk_claim,风险医学陈述,core_consistency,True,True,长期累积的紫外线损伤是主要致病因素，忽视防护可能导致新发病灶出现。,False,,none,0,,,
CASE_AKIEC_001__llm__medical_advice__001,CASE_AKIEC_001,llm,14,medical_advice,1,medical_advice,医疗建议,auxiliary_safety,False,False,建议前往皮肤科就诊，进行专业的皮肤镜检查以初步评估病变性质。,False,,none,0,,,
CASE_AKIEC_001__llm__medical_advice__002,CASE_AKIEC_001,llm,15,medical_advice,2,medical_advice,医疗建议,auxiliary_safety,False,False,确诊通常需要通过皮肤活检进行组织病理学检查，以排除浸润性癌变。,False,,none,0,,,
CASE_AKIEC_001__llm__medical_advice__003,CASE_AKIEC_001,llm,16,medical_advice,3,medical_advice,医疗建议,auxiliary_safety,False,False,日常应严格做好防晒措施，包括使用广谱防晒霜、穿戴遮阳衣物和帽子。,False,,none,0,,,
CASE_AKIEC_001__llm__medical_advice__004,CASE_AKIEC_001,llm,17,medical_advice,4,medical_advice,医疗建议,auxiliary_safety,False,False,定期自我观察皮损变化，记录大小、颜色、质地及是否有破溃等情况，复诊时提供给医生参考。,False,,none,0,,,
CASE_AKIEC_001__llm__evidence_gap__001,CASE_AKIEC_001,llm,18,evidence_gap,1,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,本方法未接入外部可追溯证据，所有解释基于模型内部的一般医学知识库。,False,,none,0,,,
CASE_AKIEC_001__llm__evidence_gap__002,CASE_AKIEC_001,llm,19,evidence_gap,2,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏患者的具体年龄、性别、既往皮肤病史及免疫状态信息，这些因素影响风险评估。,False,,none,0,,,
CASE_AKIEC_001__llm__evidence_gap__003,CASE_AKIEC_001,llm,20,evidence_gap,3,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,缺乏皮损的具体持续时间、是否有自觉症状（如瘙痒、疼痛）以及既往治疗反应的详细记录。,False,,none,0,,,
CASE_AKIEC_001__llm__evidence_gap__004,CASE_AKIEC_001,llm,21,evidence_gap,4,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,没有皮肤镜图像或组织病理学结果，无法从微观结构上确认诊断。,False,,none,0,,,
CASE_AKIEC_001__llm__evidence_gap__005,CASE_AKIEC_001,llm,22,evidence_gap,5,evidence_limitation,证据缺口说明,auxiliary_limitation,False,False,纯 LLM 基线未接入外部检索证据，回答中的医学内容不具备本次运行级别的来源追溯能力。,False,,none,0,,,
CASE_AKIEC_001__rag__observation_match__001,CASE_AKIEC_001,rag,1,observation_match,1,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的'日晒部位'与光化性角化病常见于日光暴露部位的特征相符,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__observation_match__002,CASE_AKIEC_001,rag,2,observation_match,2,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的'粗糙的红色鳞屑性斑片'及'表面角化明显'与光化性角化病表现为鳞屑性、角化性表面的特征相符,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__observation_match__003,CASE_AKIEC_001,rag,3,observation_match,3,observation_alignment,观察匹配陈述,core_consistency,True,True,用户描述的'持续不消退'符合光化性角化病作为癌前病变或表皮内癌的慢性过程,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__supporting_evidence__001,CASE_AKIEC_001,rag,4,supporting_evidence,1,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DOC_0035，光化性角化病是发生在日光损伤皮肤上的癌前性鳞屑性皮损,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__supporting_evidence__002,CASE_AKIEC_001,rag,5,supporting_evidence,2,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DOC_0041，光化性角化病常见于面部、耳部、手背等日光暴露部位,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__supporting_evidence__003,CASE_AKIEC_001,rag,6,supporting_evidence,3,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DOC_0036，光化性角化病可表现为白色或黄色、鳞屑性、疣状或角化性表面,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__supporting_evidence__004,CASE_AKIEC_001,rag,7,supporting_evidence,4,supporting_medical_claim,支持性医学陈述,core_consistency,True,True,根据DOC_0037和DOC_0038，表皮内鳞状细胞癌可表现为不规则鳞屑性斑块,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__differential_diagnosis__001,CASE_AKIEC_001,rag,8,differential_diagnosis,1,differential_claim,鉴别诊断陈述,core_consistency,True,True,需要与其他表现为鳞屑性斑块的疾病进行鉴别，如银屑病、脂溢性角化病或扁平苔藓,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
CASE_AKIEC_001__rag__differential_diagnosis__002,CASE_AKIEC_001,rag,9,differential_diagnosis,2,differential_claim,鉴别诊断陈述,core_consistency,True,True,需鉴别是否为侵袭性鳞状细胞癌，因为光化性角化病/表皮内癌属于癌前或早期阶段,False,,retrieved_text_document,5,DOC_0037；DOC_0036；DOC_0038；DOC_0035；DOC_0041,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis,DermNet - Intraepidermal Squamous Cell Carcinoma；DermNet - Actinic Keratosis
